1	@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
0	@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
0	@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
1	@VirginAmerica add DTW and I'm sold!
2	@VirginAmerica How about some free drinks on the flight back for the free promo?
2	@VirginAmerica @SSal thanks!
1	@VirginAmerica momma I made it! 😁😁😁
1	@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it retued. Call 914-329-0185.
1	@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
1	@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
0	@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.
1	@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
2	@VirginAmerica Thanks!
2	@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
2	@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
0	@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
0	@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)
1	@VirginAmerica Many Thanks for the Follow. #ourprincess #freyasfund #USA #Bandie  Looking for Any Help😍 💗🇬🇧💗🇺🇸💗 🎀🌏🎀 http://t.co/UJfS9Zi6kd
1	@VirginAmerica Nice, Lofty com.app.awd.nlp.controllers.View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd
0	@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
1	@VirginAmerica is my new go to airline
1	@VirginAmerica @VirginAtlantic @GMA @AmericanAir Can You Help #ourprincess in need of some help in #USA 🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer
2	@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.
2	@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
1	@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as eaed status points?  #statusmatch #virginamerica
0	@VirginAmerica trying to check-in...but looks like your site is down?
0	@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!
0	@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
2	@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!
0	@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???
0	@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3
0	@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board
0	@VirginAmerica wjere is our luggage #so slow at lax
1	@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
0	@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well
0	@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
0	@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome
1	@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
1	@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
2	@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf
2	@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!
1	@VirginAmerica i would like help with some flights please.
1	Bruh “@VirginAmerica: @giannilee Tu down for what. #VXSafetyDance”
2	@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
2	@VirginAmerica ok! first time flying with you tonight :)
1	@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
1	@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114
0	@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn
0	@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
0	@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
2	@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
0	@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
0	@VirginAmerica delayed to10.30!!
0	@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
1	@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/SfjDuahx9Z by @skift
2	“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
2	@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
0	@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank
1	@VirginAmerica I just did, how can I DM? Do u have to also add me?
2	@VirginAmerica For my Grandma Ella's 80th, she would >3 a bday greeting from your flight crew! She was a stewardess for Easte Airlines.
2	@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline & yr website is BEST transactional site EVER
1	@VirginAmerica Anytime, sugafly.
2	@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!
1	@VirginAmerica I need a receipt for a flight change. Can you send one?
0	@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?
2	@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
2	@VirginAmerica that doesn't look to fat to me! It looks yummy!
1	@VirginAmerica CEO says #Southwest & #jetblue have strayed from low cost model.http://t.co/96Sctomh29
1	@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
1	@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
1	@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
1	@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
2	@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
2	@VirginAmerica Your planes are really pretty. Just thought u should know that. :)
1	@VirginAmerica when are you flying to hawaii
0	@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help
2	@VirginAmerica thank you
0	@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!
2	@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
0	@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
0	@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
1	.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
2	@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!
1	@VirginAmerica announced New Route to Austin w/fares from $39/way. http://t.co/gA8pbamu0C
1	@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0
2	@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
1	@VirginAmerica you should have 39 dollar LAX-Las fares!!!
2	@VirginAmerica great. Well deserved.
0	@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.
0	@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
0	@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.
1	@VirginAmerica You should still develop an app - then you will be my favorite airline.
0	@VirginAmerica all crap channels which is why I pay to watch UK tv
2	@VirginAmerica got it. All set - Thanks!
1	@VirginAmerica no A's channel this year?
1	@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?
2	@VirginAmerica Giants and Virgin America. A match made in heaven.
2	@VirginAmerica thank goodness!! Also, see you friday, nwk>sf.. BOOM!
0	@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
0	@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the suame. #apostrophefail
0	@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
1	@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
2	@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
2	@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!
1	@VirginAmerica announces new nonstop connecting @AUStinAirport & @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf
1	@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC
0	@VirginAmerica sad to lea you no longer fly SFO > PHL. Hope it retus!
1	@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?
2	@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!
1	@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).
2	@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?
2	@VirginAmerica OMG FINALLY
1	@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek
1	@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!
0	@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
0	@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.
1	@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route http://t.co/6RLz0EBk2X via @usatoday
2	@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!
